productcatalogservice-76cccdc9d8-6nk6g,frontend-7ccb676d6d-blphg,checkoutservice-5865c57b66-zpwqq,productcatalogservice-76cccdc9d8-bj6nk,productcatalogservice-76cccdc9d8-vz267,frontend-7ccb676d6d-jtxzq,productcatalogservice-76cccdc9d8-7j9ll,productcatalogservice-76cccdc9d8-jtrlp,paymentservice-d4b77979b-47wmn,currencyservice-856499b5db-lkwm7,productcatalogservice-76cccdc9d8-srwdn,adservice-76469b5944-qsr6k,emailservice-7758c6765c-2j5dj,recommendationservice-6f6d584d7f-vbz7w,checkoutservice-5865c57b66-84sp7,productcatalogservice-76cccdc9d8-4r778,productcatalogservice-76cccdc9d8-wrfsq,paymentservice-d4b77979b-lt5ld,productcatalogservice-76cccdc9d8-vsw78,shippingservice-7499794f94-gmcld,recommendationservice-6f6d584d7f-9npgz,recommendationservice-6f6d584d7f-9jqvl,productcatalogservice-76cccdc9d8-xlzt2,productcatalogservice-76cccdc9d8-jhqf6,frontend-7ccb676d6d-jjcf9,frontend-7ccb676d6d-ln6jw,adservice-76469b5944-h6cqg,currencyservice-856499b5db-7954f,currencyservice-856499b5db-zjm6k,cartservice-7678657b45-nnr5h,productcatalogservice-76cccdc9d8-cknh2,cartservice-7678657b45-jn8f2,frontend-7ccb676d6d-prndn,currencyservice-856499b5db-vpzwz,productcatalogservice-76cccdc9d8-hgks6,cartservice-7678657b45-5xr6g,cartservice-7678657b45-5ps5q,recommendationservice-6f6d584d7f-wk9lg,cartservice-7678657b45-s8zjs,currencyservice-856499b5db-hfg4j,cartservice-7678657b45-j2l8k,shippingservice-7499794f94-s67q7,productcatalogservice-76cccdc9d8-hfczp,currencyservice-856499b5db-8wn2t,currencyservice-856499b5db-zp88b,currencyservice-856499b5db-m87pf,adservice-76469b5944-9tlwk,adservice-76469b5944-sqhfq,productcatalogservice-76cccdc9d8-49ggr,frontend-7ccb676d6d-b7rlj
0.376787836,3.680406228,0.578516265,0.654830768,0.70390668,2.696487308,0.243538473,0.687221397,0.039031239,0.536652832,0.695113441,2.112452784,0.195697651,1.306796025,0.869737796,0.256630593,0.652225256,0.061693809,0.370529504,0.152335203,0.758624527,1.801242756,0.62942247,0.376192101,2.569583572,2.9986,1.982326098,1.247211542,0.988316215,1.084195838,0.580566775,0.896867372,2.332161032,1.202470369,0.653547942,0.691198209,0.455652893,1.215646918,1.294158956,1.235264305,0.780890652,0.165156478,0.19306408,0.789075442,0.974322757,0.971836866,2.685067578,1.169266189,0.391809888,2.432054157
0.370665448,3.422291551,0.768382396,0.406624871,0.590832105,2.157393208,0.345719671,0.508492726,0.050974524,0.733173799,0.578512136,1.46251979,0.241134429,1.096654828,0.704122522,0.33803379,0.477885723,0.061324647,0.249595741,0.193232032,0.772869467,1.807142776,0.626793937,0.243577612,1.841143349,2.24406113,1.761381798,0.866464566,1.23510218,0.865099675,0.451039441,0.743578259,2.59191749,1.205133018,0.5648492,0.538309495,0.538708741,1.188393053,0.909979174,1.094864963,0.701619672,0.114699517,0.36307168,0.731250282,1.085187818,1.176778219,2.070732504,1.448315303,0.305343873,16.03702902
0.416606325,2.922084666,1.57397458,0.709265652,0.640844434,2.923209805,0.392420555,0.455933323,0.08833198,0.504570793,0.745078449,2.042414665,0.245081614,1.797824556,1.133391926,0.382831756,0.560806602,0.10171381,0.420694081,0.251305625,0.933854739,1.663742627,0.549249681,0.397610847,3.027985653,2.967062376,2.455268323,1.087050534,0.976158053,0.793920594,0.431683275,1.010075407,2.710629853,1.129004507,0.436008801,0.548997109,0.665572335,1.64361863,0.821573988,1.079525791,0.960220191,0.235064598,0.293490604,0.738535101,1.230910608,1.134257508,2.581551964,1.203915495,0.185145687,20.02225601
0.367604473,3.491915022,1.531606512,0.573898425,0.53323476,2.763979946,0.371143113,0.605881664,0.096836838,0.750356577,0.700959242,2.035978137,0.310867629,1.342528183,0.7876603,0.354039667,0.564258304,0.045003725,0.314955935,0.180039747,1.113328239,1.829094386,0.430342321,0.302111495,3.16825301,1.97568238,1.460328788,1.157148828,0.823043612,0.800681021,0.390611354,0.835768413,1.974337759,0.80921948,0.551623751,0.782923248,0.623477869,1.476690526,1.237665092,1.121404038,0.904781599,0.213294836,0.292609436,0.555082906,0.966663076,0.910891493,1.365063383,1.305606026,0.307000856,15.56931536
0.390238371,3.334548834,1.380565167,0.685622655,0.758582214,2.891162679,0.287709793,0.529890366,0.080336964,0.616018108,0.702175699,2.029412194,0.19114826,1.077575816,1.243250303,0.311245055,0.488524803,0.064078527,0.256386933,0.163305183,0.841745481,1.782418966,0.642407858,0.321246546,2.88112006,2.945139177,2.442298232,1.043559821,1.232845036,0.771146229,0.572653791,0.922011643,2.757641545,1.156068703,0.508802725,0.499694502,0.674435123,1.541992207,1.109528659,1.210748963,0.60756582,0.216670281,0.392929297,0.786123192,1.158430403,1.193500555,2.708098058,1.659644439,0.414543167,8.88089912
0.411086369,3.566738568,1.438263018,0.531009662,0.741365045,2.178489786,0.389565527,0.664072581,0.058595553,0.927973405,0.761363536,2.020279622,0.300810284,1.05065377,0.98795105,0.383187444,0.479056858,0.042994395,0.319512708,0.217180304,1.145468986,1.886978412,0.666246699,0.397374122,3.128380886,2.017842787,2.447768267,0.719271842,1.657036793,0.635101233,0.574960538,0.650082245,2.782439633,1.175089,0.622350928,0.677847573,0.710965425,1.095234731,0.95468278,1.263373426,1.035627773,0.230193197,0.408974186,0.771139625,0.801080386,0.931634317,2.850858119,1.656390465,0.412888849,3.145500642
0.429992073,3.403715836,1.409414093,0.64768843,0.498460036,2.639311139,0.326609452,0.534269645,0.058280146,0.771995757,0.731769617,2.024845908,0.228082486,1.064114793,1.115600677,0.347216249,0.483790831,0.053536461,0,0.190242743,1.214765841,1.834698689,0.654327279,0.414761385,1.906291699,2.481490982,2.44503325,0.881415832,1.444940915,0.703123731,0.573807165,0.835411253,2.262057483,1.165578852,0.406452668,0.588771037,0.692700274,0.81944023,1.273086604,0.893731534,0.821596797,0.147600487,0.400951742,0.778631409,0.979755395,1.062567436,2.779478089,1.624544595,0.413716008,6.013199881
0.420539221,3.485227202,1.638131623,0.589349046,0.619912541,2.408900463,0.35808749,0.599171113,0.05843785,1.094190252,0.685021572,1.625926456,0.264446385,1.22488345,1.365563319,0.309395189,0.677404946,0.050067158,0.159756354,0.167155643,1.180117414,1.929556643,0.728870719,0.406067754,2.517336293,3.087909872,2.359039339,1.059328948,1.189954425,0.929314254,0.593513352,0.742746749,2.522248558,1.162012765,0.514401798,0.534641773,0.668546805,0.95733748,1.113884692,1.07855248,0.73264595,0.188896842,0.414803845,0.798611052,0.975317664,0.954818365,2.604245015,1.64046753,0.424618163,2.027552749
0.426194267,2.905521642,1.104118468,0.699287284,0.709980247,2.838820876,0.336589095,0.701714351,0.090473773,0.653308891,0.624894674,1.679278231,0.28291943,1.393892519,0.889561537,0.415618335,0.563813875,0.045623499,0.451743502,0.268906744,1.051569206,1.551415097,0.690910613,0.37037046,3.168809717,3.105394479,2.50425572,1.059614256,1.126231514,0.85485057,0.488388488,0.701983344,2.36168545,1.225873748,0.637002579,0.865974649,0.809372862,1.105065724,1.168715615,0.996890799,0.85419803,0.257807769,0.232812107,0.841819716,0.973632137,1.213614062,2.132768629,1.345933686,0.435666187,3.095443332
0.406298368,2.985223745,1.590371164,0.67917951,0.649549634,2.899665882,0.412911594,0.64694288,0.071690946,0.757290242,0.654269242,2.058949244,0.267011881,1.209782712,0.719553485,0.391238365,0.539054718,0.064492672,0.437236775,0.244392504,0.949897661,1.866922977,0.647089166,0.413981856,1.689033549,3.10870735,2.366073883,0.873765421,1.076273561,0.52755598,0.566603194,0.943278992,2.203770436,1.226887222,0.516595047,0.697089011,0.730722842,1.285925405,1.094517244,0.932253471,0.961032764,0.221887113,0.401306497,0.800115783,1.269728638,0.942920777,2.593516788,0.912312313,0.411742018,2.271328082
0.317242193,3.771826455,1.648667393,0.421799837,0.790315847,3.065330063,0.363151792,0.699389571,0.086300861,0.876554168,0.64549845,2.079386305,0.229116708,1.459358854,1.484780956,0.41039637,0.742068585,0.093002927,0.445529371,0.260867766,0.830196891,1.935227941,0.570339093,0.444221575,3.166728749,3.232083047,1.861897213,1.072044525,1.191669008,0.792433823,0.42944393,0.700509064,2.818360821,1.20162147,0.672402296,0.711276143,0.66553659,1.656476045,1.207222198,1.267904438,0.942205066,0.082399623,0.434965935,0.844114563,0.625816333,0.845472248,2.675178151,1.436193825,0.353895025,2.561377644
0.413695421,2.750824465,0.789856928,0.68115704,0.610526307,2.87963498,0.269805667,0.672970739,0.056858153,0.893415983,0.706281996,0.758779053,0.164105577,1.468674258,1.014250966,0.331743783,0.699252987,0.047281141,0.258690936,0.149193802,0.983747323,1.842517967,0.53056514,0.413032515,3.043328082,2.982709625,2.486793783,0.771224208,0.956595005,0.943498292,0.552308716,0.914350098,2.658046493,0.783908972,0.470834392,0.724430335,0.444643138,1.517063981,1.141313871,1.155250801,0.792399657,0.098994323,0.398775337,0.727898443,1.238592706,0.772303773,2.141629459,1.624724401,0.427270541,2.330970989
0.431499809,3.468951541,0.901464728,0.524349526,0.520991473,1.85317429,0.41052059,0.677462141,0.096634843,0.938299436,0.709335103,2.057173832,0.191132164,1.581031721,0.946762295,0.295446514,0.638913878,0.057430082,0.425929697,0.225694381,1.236720268,1.865934988,0.641715576,0.400253917,3.006016825,2.821607584,1.701391837,1.075035336,1.376966684,0.846322878,0.478680873,0.928864808,2.368457067,1.217963227,0.467392959,0.60773938,0.587216836,1.546583918,0.898705282,1.260620542,0.971222413,0.209106582,0.315748787,0.661064823,1.192861107,1.043971974,1.827004847,1.651864604,0.393592369,3.061035072
0.426766387,3.526426661,1.165456202,0.718963953,0.770622858,2.832481245,0.424554796,0.730848002,0.076449836,0.592274093,0.524899805,2.044046962,0.272531999,1.693385202,1.275383513,0.303069942,0.678245529,0.066946611,0.435847543,0.19640362,0.85047863,2.024579793,0.71302268,0.418677696,2.833835888,2.924868585,1.928761596,1.071983552,0.821158824,1.051197932,0.575786872,0.969086181,2.882412019,0.814503491,0.537850871,0.616523508,0.607725753,1.554073198,1.285616919,0.901570625,1.05288281,0.240357735,0.340771095,0.662759683,1.410820879,1.169290733,2.249364416,1.652386678,0.330380058,3.281132637
0.429304489,2.945024001,1.050202878,0.508954778,0.732656167,2.273458513,0.311351551,0.725546388,0.065745834,0.563282268,0.5857331,1.474113299,0.231561054,1.212458397,1.347226357,0.393950367,0.722768153,0.089385108,0.421266938,0.225444741,1.181826918,1.54857406,0.544799462,0.337950724,2.526978379,2.120668656,2.364619142,0.750896469,1.28431674,0.950746046,0.618286862,0.57099894,2.312729848,1.208237465,0.662256234,0.712914561,0.517968426,1.316061664,0.729625072,1.205386797,1.054688029,0.174239336,0.403327765,0.629002926,1.569331026,1.17974769,2.561707265,1.557288719,0.424767956,2.298515291
0.40840254,3.767366619,1.10782954,0.616265615,0.471242561,2.472309503,0.385803711,0.509737867,0.057416117,0.577778181,0.555316453,1.759080131,0.233472754,1.452921799,1.311304935,0.348510155,0.700506841,0.07816586,0.29537353,0.210924181,1.146719691,1.786576927,0.402293554,0.204023867,2.028982236,3.07327696,2.206695306,0.911440011,1.110852403,1.000971989,0.588268109,0.8785501,2.011364262,1.011370478,0.628077325,0.664719035,0.616330676,1.497575155,1.196619476,1.257812858,0.989884693,0.234717938,0.37204943,0.820976038,1.490075953,0.854385258,2.727055622,1.326889044,0.399085979,2.231831941
0.418853514,3.35619531,1.669589044,0.562610197,0.601949364,2.372884008,0.348577631,0.617642128,0.061580976,0.640112437,0.514956925,1.643292506,0.232516904,1.653456891,1.257344066,0.269921968,0.693562406,0.056708664,0.358320234,0.163735351,1.164273305,1.849092567,0.473546508,0.270987296,2.277980308,2.596972808,2.285657224,1.035142122,1.197584572,1.027057036,0.603277486,0.72477452,2.162047055,1.220309373,0.64516678,0.719778423,0.567149551,1.40681841,0.963122274,1.231599828,1.022286361,0.204478637,0.413608916,0.724989482,1.536281587,1.017066474,2.644381444,1.442088882,0.411926968,2.265173616
0.406110934,3.507690328,0.890076891,0.499802364,0.536069755,2.642982545,0.372833459,0.645109557,0.087862912,0.805542939,0.533327388,2.004995464,0.201823812,1.414988313,0.63038424,0.37201333,0.524412559,0.029040507,0.201541477,0.257401857,1.161443787,1.467690821,0.64074164,0.394141164,3.067542429,2.192949062,1.553136911,0.736603291,1.004739975,0.999212459,0.577264885,0.943191304,2.174667504,0.826367744,0.591307842,0.704679176,0.700903629,1.549222203,1.084458199,1.270710685,0.844295195,0.237457444,0.396180974,0.669287844,0.940872462,1.251018845,2.574959144,1.225941712,0.410233433,2.711398785
0.284381513,3.47617721,1.124889939,0.675655013,0.728402367,1.936146079,0.326190344,0.515373153,0.0881722,0.796366573,0.537352386,2.085428353,0.270798526,1.65516847,0.989725027,0.368816833,0.636397774,0.090908517,0.420581592,0.17591233,0.959596446,1.472893003,0.542600909,0.38731795,2.844744426,2.779405725,2.424333553,1.094794864,1.276191074,0.850370922,0.560836002,0.566615893,2.419692551,0.985852798,0.497050199,0.585656262,0.663910913,1.610547848,0.929865005,1.047274051,1.079192604,0.207691578,0.382486629,0.695534539,1.315033976,1.190042853,2.077632634,1.322504951,0.39365042,2.929755355
0.401042928,3.456173187,1.592140451,0.480130747,0.606274072,2.797451926,0.386961649,0.645865774,0.084537171,0.823166587,0.521955611,1.796692058,0.297431579,0.981588093,0.87194854,0.386428034,0.638620899,0.07701308,0.334939172,0.222333901,1.134368123,1.222954806,0.569457585,0.393086054,2.204107041,2.372959578,1.590228513,0.492330923,1.283271404,1.081122243,0.435257975,0.670492889,1.804135502,0.81990845,0.599986075,0.782451311,0.549598268,1.622430556,1.04345488,1.219316166,0.973775631,0.206218147,0.39290474,1.002241101,1.113945324,1.090028156,2.088071896,1.693591482,0.40327205,2.214048885
0.413661321,2.90249542,1.565025207,0.680331936,0.548903782,2.280914082,0.375826759,0.68937926,0.066449595,0.811714372,0.517249577,2.063200799,0.219260171,1.326071755,1.202191792,0.276541576,0.339687845,0.071674225,0.413008039,0.18151323,1.18013591,1.216687705,0.636851618,0.388967222,3.188111986,3.136493681,1.907156844,1.127984752,1.051119542,1.017865914,0.571507303,0.928359005,2.354561982,1.219748667,0.639540225,0.578440584,0.711609981,1.222300312,0.768451824,1.284222982,0.845945068,0.226746562,0.392218709,1.10610254,1.312353722,1.148711089,2.659184418,1.699675847,0.39738181,2.06174748
0.354148916,3.658294661,1.041926737,0.533677421,0.762232908,2.729196324,0.420646646,0.697195796,0.07407489,0.806037361,0,2.124029887,0.256639592,1.681099745,0.808541161,0.417054753,0.759493384,0.062007312,0.374963076,0.215923717,1.291281026,1.495847574,0.673518771,0.34519383,2.988408262,2.652747795,1.677467856,1.004783159,1.282188154,0.830940386,0.440098932,0.530239562,2.680987499,0.896033389,0.661999329,0.736322539,0.538048205,1.629536741,1.155424956,1.115802583,1.052589719,0.2308545,0.430124076,0.940818982,0.944540049,1.085401604,2.655397616,1.681056812,0.345171237,3.071199143
0.325041196,3.455456411,0.731572664,0.666900474,0,2.353296955,0.30358181,0.67342747,0.079234314,0.579036318,0.685544491,2.017717334,0.229072016,1.64733256,0.912699798,0.373842584,0.681115944,0.072871303,0.292739466,0.214795072,1.199783198,1.832527418,0.629989766,0.401497577,3.030915599,3.167822378,2.376855916,0.982483202,1.242562122,0.974384204,0.57461335,0.933442656,2.580524716,1.09189206,0.509320485,0.770715239,0.658318531,1.536026753,1.075193768,1.15436451,0.626308128,0.211993888,0.280102129,0.841392044,0.993550769,1.301018718,1.791597001,1.647187805,0.403426396,2.209718281
0.617382244,3.327361393,1.644542796,0.975083816,0.976517407,2.577367249,0.60761904,0.909004546,0.064216298,0.975371635,0.931027197,2.110631822,0.311088638,2.365503268,1.276211193,0.452542136,0.869079658,0.094424127,0.433435133,0.250611792,1.881090556,2.029385824,0.852195158,0.603533213,2.317812673,3.998531042,1.826095828,1.44165171,1.525398071,1.305090408,0.702344402,0.616702074,3.751092023,1.089733405,0.887188925,0.879165509,0.724755991,2.119602274,1.194150331,1.642589377,0.97032858,0.324448039,0.478479695,1.470635838,1.597965831,2.066908691,2.154915909,1.264130807,0.474576435,4.292691952
0.74803496,5.4871636,1.911305762,0.820992145,0.488258704,2.465332102,0.718184454,0.791216008,0.071725306,1.191047339,0.910664377,2.064174578,0.270080327,2.882399956,2.229674126,0.755813307,1.150122668,0.132031638,0.363087299,0.332408844,2.253986261,3.076614736,0.741092462,0.502515395,2.674364136,3.37554628,2.668186809,1.789727575,1.383980097,1.595869062,0.638478876,0.966697974,3.16580837,2.028533349,0.698254705,0.937248731,1.269233797,1.827814514,1.495407488,1.398476944,1.182155836,0.268220964,0.519940033,1.484802377,2.11081071,1.683963705,1.902438647,1.455659306,0.733410114,4.119024114
0.682708602,4.407262497,1.777924279,1.160622678,1.005461715,4.805339401,0.662901747,0.821998716,0.12530728,1.083209487,0.920845787,2.140625958,0.370964007,2.623951612,1.75294266,0.604177722,1.009601163,0.113227883,0.776541494,0.291510318,2.067538409,2.55300028,1.170334346,0.712189689,5.194653271,3.687038661,2.247141318,1.615689643,2.007433574,1.450479735,0.967781634,0.791700024,3.763072178,1.559133377,1.105007517,0.90820712,0.996994894,2.823056888,1.34477891,2.505183378,1.076242208,0.299919295,0.499209864,1.477719108,1.85438827,2.194512552,2.028677278,1.86648347,0.603993275,4.205858033
0.603984657,4.83520076,1.917829514,1.116996893,0.984383384,1.585392063,0.583172215,1.143495494,0.098733467,1.591133353,0.97833278,1.390583873,0.346718543,2.434744523,2.078873408,0.755281985,1.168006656,0.110612941,0.54976327,0.476314242,1.754779778,3.199016522,1.152525758,0.797149045,3.720300716,5.112713927,2.031493908,1.821529721,2.155656621,1.656365252,0.920747156,1.158274532,3.376207895,2.042845836,0.932039457,1.403933119,1.258385226,2.824100005,0.903109763,2.410554971,1.71438875,0.45130417,0.767984461,1.378155387,1.408346447,2.192185898,2.783119579,2.008988077,0.654233653,5.273967313
0.755038932,3.92984573,1.076056999,0.917129612,1.169341482,4.837032797,0.73298638,0.870359858,0.117101293,1.538331496,0.674305,2.152249434,0.475127482,2.955808672,1.935480718,0.589930171,1.115210656,0.115412288,0.57324657,0.454291401,1.950463099,3.149450031,1.139595564,0.751125228,3.969914372,5.15261472,2.604064208,1.789896849,2.051714235,1.535164272,0.96504111,1.376186114,4.712749284,1.549120959,1.095583942,0.803775549,1.006908057,1.772522148,1.174192995,1.669663662,1.667584452,0.428928892,0.718284926,1.56052212,2.065866325,2.30859262,1.912127953,1.985192841,0.786696452,4.332963223
0.713260231,4.697595889,1.868201596,0.675517869,1.153346552,4.881507089,0.687110657,0.504248017,0.097412581,1.413302325,0.758632256,1.837578866,0.283204364,2.2220816,1.290299118,0.562588943,0.930268251,0.103011659,0.696545824,0.353243793,2.127884948,3.076229377,0.937588031,0.68717724,5.122880212,3.527339254,2.690034975,1.436914754,2.09471331,1.485667281,0.775255227,1.275146919,3.12080987,2.327871221,1.023866639,1.076338502,1.092543958,2.058422928,1.358088279,1.80548949,1.601825538,0.280779126,0.474614874,1.409879181,1.641417292,2.064319008,2.184074038,1.468620821,0.509268973,4.427426065
0.727683009,5.85874026,0.58082192,1.186190488,0.798318302,4.907462931,0.678117069,0.879511369,0.127278787,1.110453442,0.949273697,2.104288373,0.392663411,2.935716339,1.699314204,0.509712125,0.801283524,0.09225078,0.759391237,0.310557511,2.053276286,2.596433651,1.168621562,0.732914965,5.259329306,2.964668822,2.740369019,1.769499281,2.152806431,1.546402022,1.013802239,1.450935836,4.812570046,1.793792452,0.865736674,0.916727277,0.776624045,2.705947152,1.763955101,2.116857925,1.168232943,0.423069291,0.690879032,1.440603743,1.483023527,2.104326265,2.737325533,1.39268368,0.772903592,4.040353957
